OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
4870,2013,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,300,Automobile,BLK,,Sunday,N,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,10/4/2022 5:00:00 AM,9/25/2022 5:00:00 AM,2022,"BRITTANY DR, KRISTIN WAY",East,5050060.00,Night,Rawlson King,200,300,-75.6428754717847,45.4439353969637
4871,,CHEVROLET,SILVERADO,Truck,WHI,,Monday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,10/5/2022 5:00:00 AM,6/27/2022 5:00:00 AM,2022,"BELFAST RD, COVENTRY RD",Central,5050012.00,Morning,Rawlson King,1300,1100,-75.6473931602272,45.4215176197833
4872,2013,FORD,F150,Truck,BLK,,Saturday,Y,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,10/5/2022 5:00:00 AM,10/1/2022 5:00:00 AM,2022,"ALBION RD, DES MESANGES DR",East,5050123.01,Morning,Jessica Bradley,900,600,-75.6424766868251,45.3528927598089
4873,2006,FORD,F150,Truck,RED,,Monday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,10/5/2022 5:00:00 AM,7/25/2022 5:00:00 AM,2022,"RUSSELL AVE, LAURIER AVE",Central,5050051.00,,Stéphanie Plante,1100,,-75.679062235624,45.4269115084565
4874,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Automobile,WHI,,Wednesday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,10/5/2022 5:00:00 AM,10/5/2022 5:00:00 AM,2022,"VIEWMOUNT DR, COACH HOUSE GT",West,5050131.01,Night,Sean Devine,900,400,-75.7142349617542,45.349683512292
4875,2016,VOLKSWAGEN,,Automobile,GRY,,Wednesday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,10/5/2022 5:00:00 AM,10/5/2022 5:00:00 AM,2022,"BASELINE RD, COLLEGE SQUARE SC",West,5050133.00,Evening,Laine Johnson,1800,1800,-75.7606182749854,45.3524627826549
4876,2011,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,,Monday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"OLD ORCHARD CRES W, SPRINGBROOK DR W",West,5050151.05,Night,Glen Gower,1100,500,-75.9246441274552,45.273934428454
4877,1972,,,Truck,TAN,10000,Monday,Y,Manotick West,Ward 21 - Rideau-Jock,Sector 12,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"BRIDGE ST, MANOTICK MAIN ST, MAPLE AVE",West,5050201.00,Evening,David Brown,200,1900,-75.6862764548399,45.2264464325236
4878,2016,LEXUS,,Suv,GRY,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/7/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"GOLFLINKS DR, BENTGRASS GR, SHAWGLEN WAY",West,5050141.04,Evening,David Hill,700,2100,-75.7244931032677,45.2575879634451
4879,2020,DODGE,DURANGO,Automobile,BLK,,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,,East,5050171.09,Night,Catherine Kitts,500,400,-75.479916143589,45.4463997777244
4880,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Monday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,3/7/2022 5:00:00 AM,3/7/2022 5:00:00 AM,2022,"ANTLER AVE, TULANE CRES W",West,5050140.05,Night,David Hill,900,400,-75.7560293672565,45.2727805268181
4881,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"DEMETER ST, LUDLOWE",East,5050170.12,Night,Matthew Luloff,700,100,-75.4624942120046,45.4750911453545
4882,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,SIL,,Sunday,N,Bayshore,Ward 7 - Bay,Sector 14,3/8/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"CARLING AVE, KEMPSTER AVE, FAMOUS PLAYERS THEATRE",West,5050138.00,Evening,Theresa Kavanagh,1800,2100,-75.8055472618546,45.3549005601079
4883,2019,JEEP (1989 AND AFTER),,Automobile,BLK,,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"DECOEUR DR, JEROME JODOIN DR",East,5050171.09,Night,Catherine Kitts,800,400,-75.4916113654394,45.4429505679999
4884,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,RED,,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/9/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"ROYAL FIELD CRES, WOODGATE WAY S",West,5050141.05,Morning,Wilson Lo,800,700,-75.7323266965369,45.294319946622
4885,2021,JEEP (1989 AND AFTER),,Suv,GRY,,Thursday,Y,Orléans Industrial,Ward 2 - Orléans West-Innes,Sector 31,6/13/2022 5:00:00 AM,6/2/2022 5:00:00 AM,2022,"OR174 JEANNE D'A IC105R51, REGIONAL RD 174",East,5050124.01,Afternoon,Laura Dudas,1100,1400,-75.5510260701718,45.4669112730297
4886,2022,HYUNDAI,KONA,Suv,BLU,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"ABBEY RD, BALFOUR AVE",East,5050011.04,Night,Marty Carr,600,300,-75.6615379686927,45.4051547997255
4887,2018,LEXUS,,Automobile,GRY,,Wednesday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,3/9/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"VISTAPOINTE DR, VISTAPOINTE DR",West,5050141.08,Night,Wilson Lo,1900,500,-75.717977911101,45.2771617127404
4888,2014,BMW,,Automobile,GRY,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,KITCHISSIPPI:KICHI ZIBI MIKAN PKY,Central,5050045.00,Afternoon,Jeff Leiper,1700,1700,-75.7611429616628,45.3969533408886
4889,,,,Motorcycle,RED,,Tuesday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,3/9/2022 5:00:00 AM,3/8/2022 5:00:00 AM,2022,"CLARENCE ST, CUMBERLAND ST",Central,5050054.00,Evening,Stéphanie Plante,1700,2000,-75.6895729923587,45.4305174357574
4890,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLU,,Monday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/14/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"KENNEVALE DR, MERNER AVE",West,5050140.04,Evening,David Hill,800,2300,-75.7715478500159,45.2667482853588
4891,2000,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,SIL,2300,Wednesday,Y,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,3/9/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"BANK ST, BILLINGS TRANSIT",East,5050005.00,Night,Marty Carr,0,0,-75.6747480777309,45.3868187502656
4892,2022,JEEP (1989 AND AFTER),,Automobile,DGR,,Tuesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"KING EDWARD AVE, ST. PATRICK ST",Central,5050056.00,Afternoon,Stéphanie Plante,1400,1400,-75.689085121024,45.432457677257
4893,2018,LEXUS,,Automobile,WHI,,Wednesday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/9/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"DEERFOX DR, PALMADEO DR, GATESBURY ST",West,5050141.11,Night,Wilson Lo,800,100,-75.7296366015501,45.2774855975836
4894,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,40000,Sunday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,6/14/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,"FOREST GATE WAY, MAPLE STAND WAY N",West,5050141.08,Afternoon,Wilson Lo,200,1600,-75.7214862193719,45.2894983657784
4895,2019,LEXUS,,Suv,BLK,65000,Tuesday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,3/9/2022 5:00:00 AM,3/8/2022 5:00:00 AM,2022,"HEARTHSTONE PL, ASHMORE DR",West,5050141.13,Evening,Wilson Lo,800,2100,-75.7091702580034,45.2683894515431
4896,2021,AUDI,Q7,Automobile,BLK,,Friday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,6/14/2022 5:00:00 AM,6/3/2022 5:00:00 AM,2022,"BRIGHAM WAY, HANK RIVERS DR S",East,5050123.02,,Jessica Bradley,1500,,-75.6362835604113,45.3537347030968
4897,2014,CADILLAC,,Automobile,WHI,,Wednesday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,3/9/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"BAYNE AVE, CANTER BLVD",West,5050133.00,Morning,Laine Johnson,1100,1000,-75.7359040679352,45.3525574016173
4898,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"CALAVERAS AVE, CROXLEY WAY",West,5050141.11,Night,Wilson Lo,500,500,-75.7391130593634,45.2775689494722
4899,2011,FORD,,Automobile,BLK,,Thursday,Y,Navan - Carlsbad Springs,Ward 19 - Orléans South-Navan,Sector 37,3/10/2022 5:00:00 AM,12/30/2021 5:00:00 AM,2022,"TRIM RD, WALL RD",East,5050171.03,,Catherine Kitts,1100,,-75.4411230323872,45.4470388348249
4900,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,38000,Tuesday,N,Bells Corners East,Ward 8 - College,Sector 15,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"ANWATIN ST, ARNOLD DR",West,5050136.01,Morning,Laine Johnson,900,900,-75.8248075033129,45.3140625732223
4901,2022,JEEP (1989 AND AFTER),,Automobile,GRY,,Wednesday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,3/10/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"PRINCE OF WALES DR, WILLIAM MCEWEN DR",West,5050200.02,Evening,David Brown,1200,2000,-75.7250231338044,45.190479955321
4902,2012,"TOYOTA/ TOYOTA MOTOR CO., LTD.",YARIS,Automobile,WHI,,Tuesday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"BEECH ST, PRESTON ST",Central,5050035.00,Afternoon,Ariel Troster,1900,1600,-75.7095074091575,45.4006008696511
4903,2004,CHEVROLET,,Automobile,DGR,,Wednesday,N,East Industrial,Ward 10 - Gloucester-Southgate,Sector 33,3/11/2022 5:00:00 AM,3/9/2022 5:00:00 AM,2022,"STEVENAGE DR, SWANSEA CRES E",East,5050001.08,Morning,Jessica Bradley,1700,700,-75.604826620958,45.3812197757416
4904,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",CAMRY,Automobile,GRN,,Tuesday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,6/14/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"MORTIMER PRIV, VAN LANG PRIV",Central,5050045.00,Evening,Jeff Leiper,1900,1900,-75.7551968321349,45.3956465040314
4905,2020,ACURA,RDX,Suv,GRY,,Thursday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/11/2022 5:00:00 AM,3/10/2022 5:00:00 AM,2022,"GRAND VISTA CIRC, GRAND VISTA CIRC",West,5050141.15,Evening,David Hill,1000,2300,-75.7378926050388,45.2545726060372
4906,2011,INFINITI,,Automobile,WHI,6000,Friday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,6/14/2022 5:00:00 AM,6/10/2022 5:00:00 AM,2022,"BRADLEY COLE PRIV, MOXLEY PRIV",East,5050001.07,Morning,Jessica Bradley,1500,1100,-75.613767262963,45.3688430299193
4907,2015,MAZDA,,Automobile,GRY,,Friday,Y,Riverside Park,Ward 16 - River,Sector 34,3/11/2022 5:00:00 AM,3/11/2022 5:00:00 AM,2022,"RIDGEWOOD AVE, SPRINGLAND DR",East,5050003.00,Afternoon,Riley Brockington,1200,1200,-75.6857708913426,45.3678145759165
4908,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Monday,N,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,6/14/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"RANKIN ST, SOUTHMORE DR",East,5050002.01,Evening,Riley Brockington,800,2200,-75.677213380488,45.3595022781192
4909,2021,ACURA,RDX,Suv,GRY,,Friday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/11/2022 5:00:00 AM,3/11/2022 5:00:00 AM,2022,"PINAWA CIRC, MONDEGO TER",West,5050141.15,Morning,David Hill,700,600,-75.7273267697516,45.2410973770069
4910,,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLK,50000,Tuesday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,6/15/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"RUSSELL AVE, TEMPLETON ST",Central,5050051.00,Evening,Stéphanie Plante,1200,2200,-75.6750235367351,45.4221255063444
4911,2021,CHEVROLET,SILVERADO,Truck,WHI,,Friday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,3/12/2022 5:00:00 AM,3/11/2022 5:00:00 AM,2022,"RITA AVE, MERIVALE RD",West,5050132.00,Afternoon,Sean Devine,800,1700,-75.7365309520593,45.3560628492488
4912,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,GRY,,Wednesday,Y,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,6/15/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"TRANSITWAY, TRANSITWAY, TRANSITWAY",West,5050160.06,Afternoon,Cathy Curry,1800,1400,-75.9077736931115,45.3089775664835
4913,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,GRY,40000,Wednesday,Y,Carlington,Ward 16 - River,Sector 21,6/15/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"FISHER AVE, SHILLINGTON AVE",Central,5050021.00,Morning,Riley Brockington,800,800,-75.7232746320521,45.3829596589767
4914,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Saturday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/12/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"CHAPMAN BLVD, NAPLES AVE",East,5050009.00,Night,Marty Carr,1000,500,-75.6265756922659,45.3972845438873
4915,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,RED,,Tuesday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,6/15/2022 5:00:00 AM,6/14/2022 5:00:00 AM,2022,"HALLOWELL CRT, MIDLAND CRES",West,5050135.02,Evening,Sean Devine,800,1800,-75.7810632316739,45.3229743920865
4916,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Saturday,N,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,3/12/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"HILLIARD AVE, VANSON AVE",West,5050132.00,,Sean Devine,800,,-75.7154104591572,45.3674742897366
4917,2020,FORD,F150,Truck,GRY,,Wednesday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,6/15/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,EXHIBITION WAY,Central,5050018.00,Evening,Shawn Menard,1800,1800,-75.6845969246582,45.3992907164585
4918,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Saturday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,3/12/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"DUVERNAY DR, DUVERNAY DR",East,5050170.04,,Matthew Luloff,900,,-75.4930673102083,45.4677106013979
4919,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Wednesday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,6/15/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"DUNKIRK CRES E, PLAYFAIR DR E",East,5050007.01,Morning,Marty Carr,800,800,-75.6459161077617,45.3906501501906
4920,2021,ACURA,RDX,Automobile,BLK,,Saturday,N,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,3/13/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"RIOJA ST, TULUM CRES",West,5050151.08,Evening,Allan Hubley,1100,2300,-75.8654407341995,45.2724048819692
4921,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,WHI,,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"KNOLL TER, THARE CRES N",West,5050140.03,Evening,Wilson Lo,1200,2100,-75.7463455101924,45.2918666274265
4922,2021,FORD,RANGER,Automobile,WHI,35000,Sunday,Y,Carlington,Ward 16 - River,Sector 21,3/13/2022 5:00:00 AM,3/13/2022 5:00:00 AM,2022,"MAYVIEW AVE, MEDFORD ST",Central,5050022.00,Afternoon,Riley Brockington,1300,1300,-75.7359768818563,45.3737316675364
4923,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,WHI,40000,Wednesday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"DRESSAGE AVE, TAPADERO AVE",West,5050162.01,Evening,Glen Gower,400,2100,-75.8858916600446,45.2780818104944
4924,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,,Sunday,Y,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,3/13/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"GREAT LAKES AVE, MARITIME WAY",West,5050160.06,Afternoon,Cathy Curry,1700,1400,-75.9013602850326,45.313779954075
4925,2018,DODGE,DURANGO,Automobile,,30000,Wednesday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"HYANNIS AVE, HYANNIS AVE, HYANNIS AVE",West,5050140.04,Evening,David Hill,600,2200,-75.7636224190374,45.2730007063664
4926,2017,MERCEDES-BENZ,,Automobile,BLK,60000,Saturday,N,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,3/13/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"JOSEPH CYR ST, CYRVILLE RD",East,5050122.01,Evening,Tim Tierney,700,2100,-75.6347021455016,45.4244327083807
4927,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLK,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"HARESFIELD CRT, SOUTHBRIDGE ST",East,5050126.04,,Steve Desroches,900,,-75.6976810489414,45.2643740736195
4928,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Sunday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,3/14/2022 5:00:00 AM,3/13/2022 5:00:00 AM,2022,"FRIEL ST, LAURIER AVE",Central,5050051.00,Afternoon,Stéphanie Plante,1200,1500,-75.679569073068,45.4267042698037
4929,2017,LEXUS,,Automobile,SIL,50000,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"HELEN RAPP WAY,SILVERBELL CRES,KELLY FARM DR",East,5050126.03,Night,Steve Desroches,400,300,-75.5981934338445,45.3141012976222
4930,2020,JEEP (1989 AND AFTER),,Suv,WHI,,Sunday,N,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,3/14/2022 5:00:00 AM,3/13/2022 5:00:00 AM,2022,"GEORGINA DR, ROSEWOOD AVE",West,5050025.00,Evening,Theresa Kavanagh,1100,2300,-75.7806090470917,45.3638799314144
4931,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"AQUARIUM AVE, DAMSELFISH WALK",East,5050171.09,Night,Catherine Kitts,700,100,-75.4929188218449,45.443357355987
4932,2010,FORD,,Automobile,WHI,,Sunday,Y,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,3/14/2022 5:00:00 AM,3/13/2022 5:00:00 AM,2022,"SHINNY AVE,TIM SHEEHAN PL",West,5050151.08,Afternoon,Glen Gower,800,1700,-75.8830005328545,45.2678575523808
4933,2019,HYUNDAI,SANTA FE,Automobile,WHI,,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"GLADSTONE AVE, KENT ST",Central,5050039.00,Morning,Ariel Troster,900,900,-75.6957990166356,45.4112444603289
4934,2021,DODGE,DURANGO,Suv,GRY,,Monday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/14/2022 5:00:00 AM,3/14/2022 5:00:00 AM,2022,"BEATRICE DR, QUEENSBURY DR",West,5050141.10,Night,Wilson Lo,1100,200,-75.730888218962,45.282836731489
4935,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,BLK,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"WILLOWMERE WAY, HAZELNUT CRES S",East,5050126.03,Night,Steve Desroches,1000,100,-75.6156872378226,45.3111254024328
4936,2021,JEEP (1989 AND AFTER),GRAND CHEROKEE,Suv,WHI,,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/14/2022 5:00:00 AM,3/14/2022 5:00:00 AM,2022,"APOLLO WAY E, MERKLEY DR E",East,5050170.09,Afternoon,Matthew Luloff,1800,1200,-75.4847790912965,45.4741881582378
4937,2021,ACURA,RDX,Automobile,GRY,56000,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"FAIRLOP WAY, GOLDERS GREEN LANE E, TOTTERIDGE AVE",West,5050141.10,Evening,Wilson Lo,500,2300,-75.7355920465872,45.2821975517143
4938,2021,JEEP (1989 AND AFTER),,Automobile,BLK,,Sunday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/14/2022 5:00:00 AM,3/13/2022 5:00:00 AM,2022,"BROME CRES N, PRINCESS LOUISE DR N",East,5050170.11,Evening,Matthew Luloff,900,2200,-75.4841539054726,45.4832607326486
4939,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,SIL,38000,Thursday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/16/2022 5:00:00 AM,6/16/2022 5:00:00 AM,2022,"CLEARWATER CRES N, KODIAK ST N",East,5050001.04,Night,Jessica Bradley,500,500,-75.6533265004647,45.3604966601186
4940,2001,FORD,FUSION,Automobile,GRY,3000,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/15/2022 5:00:00 AM,3/15/2022 5:00:00 AM,2022,"OTHELLO AVE, WINGATE DR",East,5050009.00,Evening,Marty Carr,1800,1800,-75.6254100115854,45.3994666274488
4941,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,GRY,,Wednesday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"CAHILL DR, PEBBLE RD",East,5050001.04,Evening,Jessica Bradley,1700,2300,-75.6471484912076,45.3579490474147
4942,2009,JEEP (1989 AND AFTER),,Suv,BLK,,Saturday,Y,Ottawa East,Ward 17 - Capital,Sector 22,3/15/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,"HAWTHORNE AVE, MAIN ST",Central,5050015.00,Afternoon,Shawn Menard,1200,1500,-75.6801229656219,45.4126825231962
4943,2013,HYUNDAI,SANTA FE,Automobile,BLK,,Tuesday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,3/15/2022 5:00:00 AM,3/15/2022 5:00:00 AM,2022,"LAURIER AVE, NELSON ST",Central,5050051.00,Night,Stéphanie Plante,100,100,-75.6811387637252,45.4260479379721
4944,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,WHI,,Wednesday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"CLINTONIA ST, ROUNCEY RD",West,5050162.02,Evening,Glen Gower,700,2300,-75.886568472579,45.2808190194734
4945,2021,JEEP (1989 AND AFTER),CHEROKEE,Automobile,GRY,70000,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,3/15/2022 5:00:00 AM,3/15/2022 5:00:00 AM,2022,"BEATRICE DR, GREENPOINTE DR, HERITAGE GLEN DR",West,5050141.10,Night,Wilson Lo,500,500,-75.7259897391671,45.2759288533331
4946,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,BLK,40000,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/16/2022 5:00:00 AM,6/15/2022 5:00:00 AM,2022,"GARDENPOST TERR, GUPPY GROVE",East,5050171.09,Evening,Catherine Kitts,800,1900,-75.492043429762,45.4420230134911
